japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-01-23,17538.822265625,16625.763671875,20035.75,591.9578857422,571.5842895508,764.9197387695,2753.150390625,2572.0874023438,4464.41015625,14173.7841796875,13463.947265625,14749.166015625,,,,,2021-01-10,8.6389160155999889,251.17578125,,,北海道
JP-01,HOKKAIDO,2021-01-24,17796.537109375,16837.58984375,20450.431640625,600.9177246094,579.5315551758,782.505065918,2852.0986328125,2658.1394042969,4685.1743164062,14323.69921875,13581.931640625,14924.53125,,,,,2021-01-10,8.9598388672000056,257.71484375,,,北海道
JP-01,HOKKAIDO,2021-01-25,18059.41796875,17056.541015625,20866.5625,610.2471923828,587.8848266602,800.1580810547,2950.8139648438,2744.1916503906,4903.4780273438,14478.6533203125,13706.63671875,15103.9033203125,,,,,2021-01-10,9.3294677733999833,262.880859375,,,北海道
JP-01,HOKKAIDO,2021-01-26,18328.064453125,17282.984375,21284.859375,619.9344482422,596.6282348633,817.8969726562,3049.7822265625,2830.6962890625,5120.12890625,14638.796875,13838.0185546875,15287.2509765625,,,,,2021-01-10,9.6872558594000111,268.646484375,,,北海道
JP-01,HOKKAIDO,2021-01-27,18602.27734375,17516.55078125,21705.216796875,629.9675292969,605.7453613281,835.7484130859,3148.6059570312,2917.2785644531,5334.5063476562,14804.35546875,13976.1123046875,15475.0849609375,,,,,2021-01-10,10.033081054700006,274.212890625,,,北海道
JP-01,HOKKAIDO,2021-01-28,18883.400390625,17758.322265625,22130.369140625,640.3696289062,615.2551269531,853.76953125,3249.1728515625,3005.6831054688,5549.8701171875,14974.67578125,14120.1552734375,15666.55078125,,,,,2021-01-10,10.402099609299967,281.123046875,,,北海道
JP-01,HOKKAIDO,2021-01-29,19171.4453125,18008.1328125,22560.75,651.1651611328,625.1760864258,872.0369262695,3351.1760253906,3095.609375,5765.8383789062,15150.1083984375,14270.3193359375,15862.5517578125,,,,,2021-01-10,10.795532226600017,288.044921875,,,北海道
JP-01,HOKKAIDO,2021-01-30,19466.361328125,18265.818359375,22995.921875,662.3884277344,635.5385742188,890.6170043945,3454.1696777344,3186.6372070312,5981.734375,15331.0107421875,14426.8251953125,16063.2470703125,,,,,2021-01-10,11.223266601600017,294.916015625,,,北海道
JP-01,HOKKAIDO,2021-01-31,19768.232421875,18531.302734375,23436.755859375,673.9737548828,646.2760009766,909.4536132812,3558.9721679688,3279.509765625,6199.087890625,15516.810546875,14589.0087890625,16268.33203125,,,,,2021-01-10,11.585327148399983,301.87109375,,,北海道
JP-01,HOKKAIDO,2021-02-01,20077.669921875,18805.017578125,23885.009765625,685.9846801758,657.4456787109,928.6641845703,3665.6850585938,3374.3063964844,6418.208984375,15707.724609375,14756.9619140625,16478.400390625,,,,,2021-01-10,12.010925293000014,309.4375,,,北海道
JP-01,HOKKAIDO,2021-02-02,20394.740234375,19086.947265625,24340.181640625,698.4133300781,669.0385742188,948.2501220703,3774.2463378906,3470.9611816406,6639.0844726562,15904.0732421875,14930.9033203125,16693.537109375,,,,,2021-01-10,12.428649902299981,317.0703125,,,北海道
JP-01,HOKKAIDO,2021-02-03,20718.150390625,19375.810546875,24799.8828125,711.2510986328,681.0442504883,968.2167358398,3883.0747070312,3568.0104980469,6859.0180664062,16106.1630859375,15111.0380859375,16914.080078125,,,,,2021-01-10,12.837768554700006,323.41015625,,,北海道
JP-01,HOKKAIDO,2021-02-04,21047.796875,19671.41015625,25264.712890625,724.5296630859,693.4907836914,988.6264648438,3992.8061523438,3666.0307617188,7079.2045898438,16313.2099609375,15296.5498046875,17139.31640625,,,,,2021-01-10,13.278564453099989,329.646484375,,,北海道
JP-01,HOKKAIDO,2021-02-05,21383.875,19973.8515625,25734.857421875,738.2767333984,706.4030761719,1009.5299072266,4103.201171875,3764.7956542969,7299.2905273438,16525.560546875,15487.69921875,17369.5546875,,,,,2021-01-10,13.7470703125,336.078125,,,北海道
JP-01,HOKKAIDO,2021-02-06,21727.044921875,20283.658203125,26211.900390625,752.5323486328,719.8165283203,1031.0113525391,4214.4765625,3864.4914550781,7519.7607421875,16743.59765625,15684.7626953125,17605.7109375,,,,,2021-01-10,14.255615234400011,343.169921875,,,北海道
JP-01,HOKKAIDO,2021-02-07,22077.509765625,20600.9453125,26696.330078125,767.2153320312,733.6527709961,1052.9608154297,4327.7788085938,3966.1635742188,7742.720703125,16966.5703125,15886.9892578125,17846.658203125,,,,,2021-01-10,14.682983398399983,350.46484375,,,北海道
JP-02,AOMORI,2021-01-11,566.8064575195,562.8219604492,577.5469360352,8.1390733719,8.1017370224,8.4562664032,77.9885025024,77.2988128662,84.4774856567,477.5650024414,474.3448181152,480.7179870605,,,,,2021-01-10,0.13907337190000035,5.8064575194999861,,,青森県
JP-02,AOMORI,2021-01-12,572.5823974609,564.9296875,593.5221557617,8.2759828568,8.2038087845,8.8886156082,77.5265045166,76.224609375,89.7763519287,482.0582885742,475.8876953125,487.8871459961,,,,,2021-01-10,0.13690948490000032,5.7759399413999972,,,青森県
JP-02,AOMORI,2021-01-13,578.3405151367,567.309753418,608.7565307617,8.412522316,8.3078107834,9.3019714355,77.8238067627,75.960105896,95.360206604,486.5549621582,477.6748352051,494.7862548828,,,,,2021-01-10,0.13653945919999977,5.7581176758000083,,,青森県
JP-02,AOMORI,2021-01-14,584.0651855469,569.9282226562,623.0906982422,8.5500001907,8.4148626328,9.698340416,78.4845962524,76.100112915,100.9231567383,491.0732421875,479.7049865723,501.3988952637,,,,,2021-01-10,0.13747787470000006,5.7246704102000194,,,青森県
JP-02,AOMORI,2021-01-15,589.7473144531,572.7530517578,636.5706787109,8.6890954971,8.5254602432,10.0800657272,79.2785568237,76.4111709595,106.2643203735,495.6356201172,481.9786682129,507.8085327148,,,,,2021-01-10,0.13909530639999979,5.6821289061999778,,,青森県
JP-02,AOMORI,2021-01-16,595.4208984375,575.7963256836,649.2936401367,8.8303184509,8.6399393082,10.4488124847,80.1005325317,76.786605835,111.2930145264,500.254699707,484.4901428223,514.0333862305,,,,,2021-01-10,0.14122295379999983,5.6735839844000111,,,青森県
JP-02,AOMORI,2021-01-17,601.0443725586,578.9971313477,661.2885131836,8.9725446701,8.7570562363,10.8046798706,80.9126815796,77.1864013672,115.9915466309,504.9172363281,487.2080688477,520.1312255859,,,,,2021-01-10,0.14222621919999945,5.6234741211000028,,,青森県
JP-02,AOMORI,2021-01-18,606.6378173828,582.3552856445,672.7124023438,9.1164922714,8.8773841858,11.1497650146,81.6616439819,77.5568313599,120.3094711304,509.6262817383,490.1192016602,526.1630859375,,,,,2021-01-10,0.14394760130000073,5.5934448241999917,,,青森県
JP-02,AOMORI,2021-01-19,612.2206420898,585.8729248047,683.6430664062,9.2617406845,9.0003890991,11.4844036102,82.3559417725,77.903968811,124.2772750854,514.3842773438,493.2118530273,532.1483764648,,,,,2021-01-10,0.14524841309999914,5.5828247069999861,,,青森県
JP-02,AOMORI,2021-01-20,617.8146362305,589.5542602539,694.1688232422,9.4078788757,9.1255455017,11.8091573715,82.9979171753,78.2279586792,127.9171524048,519.192565918,496.4745483398,538.1024780273,,,,,2021-01-10,0.14613819120000038,5.5939941407000333,,,青森県
JP-02,AOMORI,2021-01-21,623.4059448242,593.3698120117,704.452331543,9.555150032,9.2530136108,12.1266937256,83.6101608276,78.5475387573,131.2889099121,524.0313720703,499.8748474121,544.1653442383,,,,,2021-01-10,0.14727115630000043,5.5913085936999778,,,青森県
JP-02,AOMORI,2021-01-22,628.9840698242,597.2982788086,714.4215087891,9.7037267685,9.3828544617,12.4373483658,84.1773910522,78.8466796875,134.3833007812,528.9055786133,503.4079284668,550.268737793,,,,,2021-01-10,0.14857673649999903,5.578125,,,青森県
JP-02,AOMORI,2021-01-23,634.579284668,601.3562011719,724.1145629883,9.8539152145,9.5152492523,12.7417650223,84.7038345337,79.1277618408,137.2207641602,533.8200683594,507.0692443848,556.3653564453,,,,,2021-01-10,0.15018844600000136,5.5952148438000222,,,青森県
JP-02,AOMORI,2021-01-24,640.1497802734,605.4866943359,733.6937255859,10.0044384003,9.6487464905,13.0417404175,85.2091293335,79.4064178467,139.8579864502,538.7572631836,510.8267211914,562.6793212891,,,,,2021-01-10,0.15052318579999913,5.5704956053999695,,,青森県
JP-02,AOMORI,2021-01-25,645.7138061523,609.7037353516,743.1080322266,10.156080246,9.7841901779,13.3370552063,85.6672592163,79.6576843262,142.2613220215,543.7196044922,514.6813964844,569.0682983398,,,,,2021-01-10,0.15164184570000039,5.5640258788999972,,,青森県
JP-02,AOMORI,2021-01-26,651.2868041992,614.0127563477,752.4082641602,10.3084573746,9.9211359024,13.6279382706,86.0977478027,79.8982315063,144.4766235352,548.7104492188,518.6289672852,575.5523681641,,,,,2021-01-10,0.15237712859999952,5.5729980469000111,,,青森県
JP-02,AOMORI,2021-01-27,656.8823852539,618.4121704102,761.8147583008,10.4612150192,10.0590553284,13.916478157,86.5050582886,80.1302032471,146.5300445557,553.7340698242,522.6620483398,582.3051147461,,,,,2021-01-10,0.15275764460000119,5.5955810547000056,,,青森県
JP-02,AOMORI,2021-01-28,662.4849243164,622.8944091797,770.8686523438,10.6146888733,10.1983251572,14.1989965439,86.9096679688,80.3732223511,148.4513092041,558.772277832,526.7691040039,588.8864135742,,,,,2021-01-10,0.15347385409999958,5.6025390625,,,青森県
JP-02,AOMORI,2021-01-29,668.0827026367,627.4337768555,779.833984375,10.7691087723,10.3391017914,14.4789733887,87.2926025391,80.607208252,150.2303314209,563.8329467773,530.9456176758,595.5721435547,,,,,2021-01-10,0.15441989899999875,5.5977783202999944,,,青森県
JP-02,AOMORI,2021-01-30,673.7038574219,632.0534667969,788.6072998047,10.9248437881,10.4816856384,14.7554969788,87.6543807983,80.8324356079,151.8699035645,568.9228515625,535.1957397461,602.1865844727,,,,,2021-01-10,0.15573501580000126,5.6211547852000194,,,青森県
JP-02,AOMORI,2021-01-31,679.3055419922,636.7217407227,796.8042602539,11.080616951,10.6249570847,15.0240135193,88.0122299194,81.0651245117,153.39894104,574.0256347656,539.5104370117,608.4490356445,,,,,2021-01-10,0.15577316289999921,5.6016845702999944,,,青森県
JP-02,AOMORI,2021-02-01,684.9067382812,641.4410400391,804.7924804688,11.2372627258,10.7695007324,15.2890634537,88.3382110596,81.2776489258,154.7866210938,579.145324707,543.8818969727,614.6220703125,,,,,2021-01-10,0.15664577480000119,5.6011962889999722,,,青森県
JP-02,AOMORI,2021-02-02,690.5225219727,646.2252197266,812.4606933594,11.3944187164,10.9149227142,15.5490903854,88.6502456665,81.4863815308,156.0661621094,584.2860717773,548.3140869141,620.5795898438,,,,,2021-01-10,0.15715599059999974,5.6157836915000416,,,青森県
JP-02,AOMORI,2021-02-03,696.1661987305,651.0913696289,819.6641235352,11.5517520905,11.0610389709,15.8015880585,88.9516143799,81.6944122314,157.2439727783,589.4529418945,552.8162231445,626.1499023438,,,,,2021-01-10,0.15733337410000026,5.6436767577999944,,,青森県
JP-02,AOMORI,2021-02-04,701.8228149414,656.0077514648,826.7800292969,11.7096147537,11.2079772949,16.0518436432,89.2625198364,81.9178466797,158.3774261475,594.6282958984,557.3566894531,631.7113647461,,,,,2021-01-10,0.15786266319999953,5.6566162108999833,,,青森県
JP-02,AOMORI,2021-02-05,707.4802856445,660.96875,833.5361938477,11.8682765961,11.3560218811,16.2978172302,89.5628051758,82.1387863159,159.427230835,599.8208007812,561.9483032227,637.0316772461,,,,,2021-01-10,0.15866184239999903,5.6574707030999889,,,青森県
JP-02,AOMORI,2021-02-06,713.1668701172,665.9870605469,840.2419433594,12.028128624,11.5054836273,16.5426445007,89.8525314331,82.3553695679,160.4074554443,605.0379638672,566.5872802734,642.3365478516,,,,,2021-01-10,0.1598520279000013,5.6865844727000194,,,青森県
JP-02,AOMORI,2021-02-07,718.8396606445,671.0198364258,846.8143920898,12.1878728867,11.6550922394,16.7851657867,90.1485214233,82.5823745728,161.3544311523,610.2637329102,571.2550048828,647.6497802734,,,,,2021-01-10,0.15974426269999853,5.6727905272999806,,,青森県
JP-03,IWATE,2021-01-11,436.0331726074,432.9652709961,446.1052856445,25.1844921112,25.0667552948,26.2076396942,62.2081565857,61.6542358398,67.4377288818,344.6572875977,342.311920166,347.5135498047,,,,,2021-01-10,0.18449211120000086,7.03317260739999,,,岩手県
JP-03,IWATE,2021-01-12,443.0229187012,437.0753173828,463.3339233398,25.3714504242,25.1466789246,27.3232307434,64.1141433716,63.0297737122,74.3507080078,347.3862609863,342.8978271484,352.6887817383,,,,,2021-01-10,0.1869583129999981,6.9897460938000222,,,岩手県
JP-03,IWATE,2021-01-13,449.9881896973,441.3380737305,480.4353027344,25.5647087097,25.2414970398,28.3717765808,66.8577270508,65.2442855835,82.0861816406,350.2382507324,343.7799987793,357.8623657227,,,,,2021-01-10,0.19325828550000068,6.9652709961000028,,,岩手県
JP-03,IWATE,2021-01-14,456.9128112793,445.7373352051,497.0643615723,25.7666740417,25.3531169891,29.358165741,69.980682373,67.8372116089,90.2108840942,353.2221984863,344.9543762207,362.9638977051,,,,,2021-01-10,0.20196533200000033,6.9246215819999861,,,岩手県
JP-03,IWATE,2021-01-15,463.7890930176,450.2659606934,512.9803466797,25.9784870148,25.4826107025,30.2827205658,73.2097015381,70.540473938,98.4046554565,356.3523254395,346.4262695312,367.8822937012,,,,,2021-01-10,0.21181297309999891,6.8762817383000083,,,岩手県
JP-03,IWATE,2021-01-16,470.6605224609,454.9507751465,528.2679443359,26.2008304596,25.6289081573,31.155916214,76.4141235352,73.2286605835,106.4880981445,359.6354980469,348.1845092773,372.6659851074,,,,,2021-01-10,0.2223434447999999,6.8714294432999736,,,岩手県
JP-03,IWATE,2021-01-17,477.4838256836,459.7395935059,542.8178100586,26.4320201874,25.7897186279,31.9817619324,79.5447998047,75.8563995361,114.3739547729,363.0528259277,350.1971435547,377.2841796875,,,,,2021-01-10,0.23118972780000036,6.8233032227000194,,,岩手県
JP-03,IWATE,2021-01-18,484.2830810547,464.6351928711,556.9119262695,26.6728534698,25.9652748108,32.7734222412,82.5365753174,78.3617401123,121.9615859985,366.6030883789,352.4442443848,381.9360656738,,,,,2021-01-10,0.24083328240000057,6.7992553711000028,,,岩手県
JP-03,IWATE,2021-01-19,491.0805358887,469.6507873535,570.5616455078,26.9225482941,26.1545238495,33.5324554443,85.3999481201,80.7568359375,129.2488098145,370.2846374512,354.9149780273,386.5987548828,,,,,2021-01-10,0.24969482430000056,6.7974548340000069,,,岩手県
JP-03,IWATE,2021-01-20,497.9024353027,474.801361084,583.8435668945,27.1802711487,26.3561573029,34.2623672485,88.1366500854,83.0446548462,136.2253723145,374.0974731445,357.6000061035,391.2894897461,,,,,2021-01-10,0.25772285460000077,6.8218994139999722,,,岩手県
JP-03,IWATE,2021-01-21,504.7323913574,480.0603942871,596.7693481445,27.4461631775,26.5696735382,34.9688034058,90.7716293335,85.249420166,142.9229888916,378.0195617676,360.4678955078,396.0264587402,,,,,2021-01-10,0.26589202879999974,6.8299560547000056,,,岩手県
JP-03,IWATE,2021-01-22,511.5586853027,485.4061889648,609.3648681641,27.7202949524,26.7944908142,35.6571846008,93.289390564,87.3567047119,149.3145294189,382.0545349121,363.5123291016,400.853729248,,,,,2021-01-10,0.27413177489999896,6.8262939452999944,,,岩手県
JP-03,IWATE,2021-01-23,518.4180297852,490.8712768555,621.619140625,28.0029678345,27.0311756134,36.3252830505,95.6956939697,89.3729019165,155.4007415771,386.2063293457,366.7346191406,405.6763916016,,,,,2021-01-10,0.28267288210000174,6.8593444825000347,,,岩手県
JP-03,IWATE,2021-01-24,525.2608642578,496.40234375,633.4359130859,28.2919178009,27.277135849,36.9738006592,98.0171279907,91.3227539062,161.2255401611,390.453918457,370.1076965332,410.497833252,,,,,2021-01-10,0.28894996639999704,6.842834472599975,,,岩手県
JP-03,IWATE,2021-01-25,532.1105957031,502.0139160156,644.9378051758,28.588218689,27.5330886841,37.6069450378,100.2234725952,93.1780014038,166.7409057617,394.7978820801,373.6268005371,415.3310241699,,,,,2021-01-10,0.29630088810000288,6.8497314452999944,,,岩手県
JP-03,IWATE,2021-01-26,538.9869995117,507.7138061523,656.2979125977,28.8910274506,27.7977333069,38.2313690186,102.3413238525,94.9624099731,172.0006561279,399.2403259277,377.2850646973,420.3083190918,,,,,2021-01-10,0.30280876159999792,6.8764038086000028,,,岩手県
JP-03,IWATE,2021-01-27,545.9077148438,513.5162353516,667.4428710938,29.1995601654,28.0702037811,38.8430671692,104.3787231445,96.6837387085,177.0143737793,403.7841186523,381.083404541,425.318572998,,,,,2021-01-10,0.30853271480000188,6.9207153321000305,,,岩手県
JP-03,IWATE,2021-01-28,552.854309082,519.3953857422,678.4376220703,29.5141983032,28.3503761292,39.4485321045,106.3637466431,98.3669052124,181.83984375,408.4061584473,384.9927062988,430.4316711426,,,,,2021-01-10,0.31463813779999938,6.9465942381999639,,,岩手県
JP-03,IWATE,2021-01-29,559.8132324219,525.3393554688,689.154296875,29.8352222443,28.6387042999,40.0447502136,108.2766876221,99.9939041138,186.4423675537,413.1134338379,389.019744873,435.5550231934,,,,,2021-01-10,0.32102394109999821,6.958923339900025,,,岩手県
JP-03,IWATE,2021-01-30,566.8199462891,531.3737182617,699.767578125,30.1631546021,28.9352626801,40.6370124817,110.119682312,101.56590271,190.8341217041,417.9129943848,393.1659240723,440.7631835938,,,,,2021-01-10,0.32793235780000174,7.0067138672000056,,,岩手県
JP-03,IWATE,2021-01-31,573.8228149414,537.4482421875,710.143371582,30.4955425262,29.2376022339,41.2234649658,111.9197616577,103.1073379517,195.0676116943,422.7828979492,397.4077758789,446.0415039062,,,,,2021-01-10,0.33238792410000073,7.0028686522999806,,,岩手県
JP-03,IWATE,2021-02-01,580.8447265625,543.5791015625,720.4041137695,30.8338050842,29.5469017029,41.8071022034,113.6422042847,104.5856399536,199.0872344971,427.7262878418,401.7455444336,451.3928222656,,,,,2021-01-10,0.33826255800000027,7.0219116211000028,,,岩手県
JP-03,IWATE,2021-02-02,587.9050292969,549.7827758789,730.5026245117,31.1771392822,29.8622150421,42.3852119446,115.3106079102,106.0224838257,202.9340057373,432.7476196289,406.1821594238,456.7513122559,,,,,2021-01-10,0.34333419799999731,7.0603027344000111,,,岩手県
JP-03,IWATE,2021-02-03,595.0214233398,556.0707397461,740.5417480469,31.5247917175,30.1828231812,42.9593429565,116.9303436279,107.4217834473,206.6259460449,437.8522949219,410.7191162109,462.1736450195,,,,,2021-01-10,0.34765243530000234,7.1163940428999695,,,岩手県
JP-03,IWATE,2021-02-04,602.1762084961,562.4250488281,750.461730957,31.8773269653,30.5091915131,43.5303840637,118.5305175781,108.8100128174,210.2181243896,443.0159301758,415.3322753906,467.6167602539,,,,,2021-01-10,0.35253524779999879,7.1547851563000222,,,岩手県
JP-03,IWATE,2021-02-05,609.3540039062,568.8276367188,760.289855957,32.2351608276,30.8415126801,44.1020011902,120.0880889893,110.1651535034,213.6779022217,448.2480773926,420.0273742676,473.1448364258,,,,,2021-01-10,0.35783386229999792,7.177795410099975,,,岩手県
JP-03,IWATE,2021-02-06,616.5913696289,575.3077392578,770.1519775391,32.5989837646,31.1802196503,44.6768798828,121.6024780273,111.4860610962,217.0093994141,453.5581970215,424.8105773926,478.785736084,,,,,2021-01-10,0.3638229370000019,7.2373657227000194,,,岩手県
JP-03,IWATE,2021-02-07,623.8340454102,581.8146972656,779.9474487305,32.9661750793,31.5229320526,45.2536888123,123.1009979248,112.7970733643,220.269744873,458.9234313965,429.6592407227,484.5711669922,,,,,2021-01-10,0.36719131470000121,7.2426757813000222,,,岩手県
JP-04,MIYAGI,2021-01-11,2640.6328125,2621.7768554688,2698.8999023438,17.4456062317,17.3649845123,18.1408901215,455.545501709,451.5139465332,493.7044677734,2149.4094238281,2134.8935546875,2164.3571777344,,,,,2021-01-10,0.44560623170000113,58.6328125,,,宮城県
JP-04,MIYAGI,2021-01-12,2698.3928222656,2661.6494140625,2816.1179199219,17.9158859253,17.7584648132,19.2763538361,483.1690979004,475.0425415039,560.0949707031,2174.0205078125,2146.1164550781,2202.642578125,,,,,2021-01-10,0.47027969359999844,57.760009765599989,,,宮城県
JP-04,MIYAGI,2021-01-13,2755.7602539062,2702.1206054688,2931.3828125,18.4151859283,18.1844100952,20.4133167267,512.4756469727,500.1803283691,628.8758544922,2200.2680664062,2159.990234375,2241.1811523438,,,,,2021-01-10,0.49930000300000188,57.367431640599989,,,宮城県
JP-04,MIYAGI,2021-01-14,2810.6584472656,2741.1306152344,3041.5830078125,18.9448719025,18.6435375214,21.5586452484,539.453918457,523.0272216797,694.9467773438,2228.1003417969,2176.3381347656,2280.552734375,,,,,2021-01-10,0.52968597419999952,54.898193359400011,,,宮城県
JP-04,MIYAGI,2021-01-15,2865.0300292969,2780.5622558594,3148.4780273438,19.5028991699,19.1335811615,22.7094535828,564.2894897461,543.8305053711,757.9166870117,2257.4294433594,2195.0017089844,2320.0822753906,,,,,2021-01-10,0.5580272674,54.371582031300022,,,宮城県
JP-04,MIYAGI,2021-01-16,2920.1337890625,2821.55859375,3253.8503417969,20.0890426636,19.653793335,23.8683223724,587.9611816406,563.5762939453,818.6963500977,2288.1872558594,2215.8168945312,2359.7932128906,,,,,2021-01-10,0.58614349369999985,55.103759765599989,,,宮城県
JP-04,MIYAGI,2021-01-17,2973.6252441406,2861.8315429688,3353.6206054688,20.6973876953,20.1980934143,25.0302886963,609.3958740234,581.2647705078,875.51953125,2320.2199707031,2238.5532226562,2399.6979980469,,,,,2021-01-10,0.60834503170000076,53.491455078099989,,,宮城県
JP-04,MIYAGI,2021-01-18,3026.5048828125,2902.2744140625,3449.9255371094,21.328868866,20.7670993805,26.2004985809,628.8285522461,597.1497192383,928.4398193359,2353.3852539062,2262.9978027344,2439.9123535156,,,,,2021-01-10,0.631481170699999,52.879638671900011,,,宮城県
JP-04,MIYAGI,2021-01-19,3078.7280273438,2942.7993164062,3542.7463378906,21.9803218842,21.3575515747,27.377368927,646.5042114258,611.4833984375,977.6401367188,2387.6293945312,2289.0346679688,2480.7006835938,,,,,2021-01-10,0.651453018199998,52.223144531300022,,,宮城県
JP-04,MIYAGI,2021-01-20,3131.7890625,2984.7604980469,3634.8557128906,22.6484794617,21.9661064148,28.5582332611,663.510559082,625.3057861328,1024.6680908203,2422.8986816406,2316.55859375,2522.0476074219,,,,,2021-01-10,0.6681575775000006,53.061035156199978,,,宮城県
JP-04,MIYAGI,2021-01-21,3185.5217285156,3027.958984375,3725.69140625,23.3345432281,22.5937633514,29.7452373505,680.2504272461,638.9967651367,1070.1485595703,2459.0246582031,2345.3642578125,2563.6906738281,,,,,2021-01-10,0.68606376640000022,53.732666015599989,,,宮城県
JP-04,MIYAGI,2021-01-22,3239.4580078125,3071.8977050781,3814.7395019531,24.0394611359,23.2411880493,30.9428405762,696.3900756836,652.2365722656,1113.6135253906,2496.0505371094,2375.4389648438,2606.0473632812,,,,,2021-01-10,0.7049179078000023,53.936279296900011,,,宮城県
JP-04,MIYAGI,2021-01-23,3294.1469726562,3117.0385742188,3903.3017578125,24.7646656036,23.9097442627,32.1541023254,712.1913452148,665.266418457,1155.5168457031,2534.0036621094,2406.7663574219,2649.2336425781,,,,,2021-01-10,0.72520446769999936,54.688964843699978,,,宮城県
